CMDLINE D:\Users\chen_\Anaconda3\python.exe mip_scenario_noFinance3.py
MEM 11376.066406 1599793613.5633
MEM 11376.066406 1599793613.6640
MEM 11376.066406 1599793613.7648
MEM 11376.066406 1599793613.8655
MEM 11376.066406 1599793613.9662
MEM 11376.066406 1599793614.0670
MEM 11376.066406 1599793614.1677
MEM 11376.066406 1599793614.2684
MEM 11376.066406 1599793614.3691
MEM 11376.066406 1599793614.4698
MEM 11376.066406 1599793614.5706
MEM 11376.066406 1599793614.6713
MEM 11376.066406 1599793614.7721
MEM 11376.066406 1599793614.8728
MEM 11376.066406 1599793614.9735
MEM 11376.066406 1599793615.0743
MEM 11376.066406 1599793615.1750
MEM 11376.066406 1599793615.2757
MEM 11376.066406 1599793615.3764
MEM 11376.066406 1599793615.4772
MEM 11376.066406 1599793615.5779
MEM 11376.066406 1599793615.6786
MEM 11376.066406 1599793615.7793
MEM 11376.066406 1599793615.8801
MEM 11376.066406 1599793615.9808
MEM 11376.066406 1599793616.0816
MEM 11376.066406 1599793616.1823
MEM 11376.066406 1599793616.2830
MEM 11376.066406 1599793616.3838
MEM 11376.066406 1599793616.4845
MEM 11376.066406 1599793616.5852
MEM 11376.066406 1599793616.6859
MEM 11376.066406 1599793616.7866
MEM 11376.066406 1599793616.8874
MEM 11376.066406 1599793616.9881
MEM 11376.066406 1599793617.0889
MEM 11376.066406 1599793617.1896
MEM 11376.066406 1599793617.2903
MEM 11376.066406 1599793617.3910
MEM 11376.066406 1599793617.4918
MEM 11376.066406 1599793617.5925
MEM 11376.066406 1599793617.6933
MEM 11376.066406 1599793617.7940
MEM 11376.066406 1599793617.8947
MEM 11376.066406 1599793617.9954
MEM 11376.066406 1599793618.0961
MEM 11376.066406 1599793618.1969
MEM 11376.066406 1599793618.2976
MEM 11376.066406 1599793618.3983
MEM 11376.066406 1599793618.4991
MEM 11376.066406 1599793618.5998
MEM 11376.066406 1599793618.7005
MEM 11376.066406 1599793618.8013
MEM 11376.066406 1599793618.9020
MEM 11376.066406 1599793619.0027
MEM 11376.066406 1599793619.1034
MEM 11376.066406 1599793619.2042
MEM 11376.066406 1599793619.3049
MEM 11376.066406 1599793619.4056
MEM 11376.066406 1599793619.5064
MEM 11376.066406 1599793619.6071
MEM 11376.066406 1599793619.7079
MEM 11376.066406 1599793619.8086
MEM 11376.066406 1599793619.9093
MEM 11376.066406 1599793620.0100
MEM 11376.066406 1599793620.1108
MEM 11376.066406 1599793620.2115
MEM 11376.066406 1599793620.3122
MEM 11376.066406 1599793620.4129
MEM 11376.066406 1599793620.5137
MEM 11376.066406 1599793620.6144
MEM 11376.066406 1599793620.7151
MEM 11376.066406 1599793620.8159
MEM 11376.066406 1599793620.9166
MEM 11376.066406 1599793621.0174
MEM 11376.066406 1599793621.1181
MEM 11376.066406 1599793621.2188
MEM 11376.066406 1599793621.3195
MEM 11376.066406 1599793621.4203
MEM 11376.066406 1599793621.5210
MEM 11376.066406 1599793621.6217
MEM 11376.066406 1599793621.7224
MEM 11376.066406 1599793621.8232
MEM 10489.582031 1599793621.9239
MEM 10147.242188 1599793622.0246
MEM 10147.621094 1599793622.1254
MEM 9841.042969 1599793622.2261
MEM 8949.402344 1599793622.3269
MEM 9115.691406 1599793622.4276
MEM 9300.593750 1599793622.5283
MEM 7843.097656 1599793622.6290
MEM 6816.148438 1599793622.7297
MEM 6337.601562 1599793622.8305
MEM 6491.917969 1599793622.9312
MEM 5533.335938 1599793623.0319
MEM 4524.441406 1599793623.1327
MEM 4525.925781 1599793623.2334
MEM 4560.605469 1599793623.3342
MEM 4716.484375 1599793623.4349
MEM 4855.761719 1599793623.5356
MEM 4625.777344 1599793623.6363
MEM 3735.101562 1599793623.7370
MEM 2935.667969 1599793623.8378
MEM 2945.156250 1599793623.9385
MEM 2946.640625 1599793624.0392
MEM 2946.640625 1599793624.1400
MEM 2946.640625 1599793624.2407
MEM 2946.640625 1599793624.3415
MEM 2996.089844 1599793624.4422
MEM 3072.273438 1599793624.5429
MEM 3150.406250 1599793624.6437
MEM 3236.523438 1599793624.7444
MEM 3381.042969 1599793624.8451
MEM 3463.074219 1599793624.9458
MEM 3559.093750 1599793625.0466
MEM 3680.605469 1599793625.1473
MEM 3723.503906 1599793625.2480
MEM 3850.027344 1599793625.3487
MEM 3935.054688 1599793625.4495
MEM 4092.082031 1599793625.5502
MEM 4310.109375 1599793625.6510
MEM 4453.875000 1599793625.7517
MEM 4578.957031 1599793625.8524
MEM 4713.652344 1599793625.9531
MEM 4828.042969 1599793626.0539
MEM 4892.417969 1599793626.1546
MEM 4984.210938 1599793626.2553
MEM 5140.031250 1599793626.3560
MEM 5467.160156 1599793626.4568
MEM 5779.867188 1599793626.5575
MEM 5927.101562 1599793626.6582
MEM 5990.964844 1599793626.7590
MEM 6087.335938 1599793626.8597
MEM 6218.488281 1599793626.9604
MEM 6229.550781 1599793627.0612
MEM 6262.984375 1599793627.1619
MEM 6286.847656 1599793627.2626
MEM 6433.835938 1599793627.3633
MEM 6311.648438 1599793627.4641
MEM 6330.761719 1599793627.5648
MEM 6346.246094 1599793627.6655
MEM 6472.062500 1599793627.7663
MEM 6360.222656 1599793627.8670
MEM 6372.902344 1599793627.9677
MEM 6385.421875 1599793628.0685
MEM 6403.222656 1599793628.1692
MEM 6519.824219 1599793628.2699
MEM 6594.398438 1599793628.3707
MEM 6617.578125 1599793628.4714
MEM 6729.414062 1599793628.5721
MEM 6877.359375 1599793628.6728
MEM 7073.847656 1599793628.7736
MEM 7271.527344 1599793628.8743
MEM 7606.500000 1599793628.9751
MEM 7461.191406 1599793629.0758
MEM 7534.718750 1599793629.1765
MEM 7547.128906 1599793629.2773
MEM 7559.667969 1599793629.3780
MEM 7572.339844 1599793629.4787
MEM 7584.753906 1599793629.5794
MEM 7711.750000 1599793629.6802
MEM 7969.976562 1599793629.7809
MEM 7599.960938 1599793629.8816
MEM 7614.449219 1599793629.9823
MEM 7627.011719 1599793630.0831
MEM 7639.953125 1599793630.1838
MEM 7652.675781 1599793630.2845
MEM 7665.332031 1599793630.3853
MEM 7677.843750 1599793630.4860
MEM 7950.781250 1599793630.5868
MEM 8026.808594 1599793630.6875
MEM 7692.546875 1599793630.7882
MEM 7705.066406 1599793630.8889
MEM 7717.628906 1599793630.9897
MEM 7735.695312 1599793631.0904
MEM 7748.671875 1599793631.1911
MEM 7761.117188 1599793631.2919
MEM 7773.863281 1599793631.3926
MEM 7785.460938 1599793631.4933
MEM 7940.160156 1599793631.5940
MEM 8179.019531 1599793631.6948
MEM 8215.132812 1599793631.7955
MEM 7797.367188 1599793631.8962
MEM 7810.664062 1599793631.9969
MEM 7822.445312 1599793632.0977
MEM 7834.234375 1599793632.1984
MEM 7846.082031 1599793632.2991
MEM 7857.843750 1599793632.3999
MEM 7869.929688 1599793632.5006
MEM 7881.796875 1599793632.6013
MEM 7893.605469 1599793632.7021
MEM 7905.406250 1599793632.8028
MEM 8049.593750 1599793632.9035
MEM 8310.312500 1599793633.0043
MEM 8567.027344 1599793633.1050
MEM 8010.925781 1599793633.2057
MEM 8134.804688 1599793633.3065
MEM 8261.281250 1599793633.4072
MEM 8391.351562 1599793633.5079
MEM 8483.445312 1599793633.6086
MEM 8496.398438 1599793633.7094
MEM 8508.281250 1599793633.8101
MEM 8520.191406 1599793633.9108
MEM 8532.871094 1599793634.0116
MEM 8544.914062 1599793634.1123
MEM 8556.964844 1599793634.2130
MEM 8569.539062 1599793634.3138
MEM 8585.492188 1599793634.4145
MEM 8258.250000 1599793634.5152
MEM 8472.621094 1599793634.6159
MEM 8726.015625 1599793634.7167
MEM 8702.937500 1599793634.8174
MEM 8081.761719 1599793634.9181
MEM 8097.761719 1599793635.0189
MEM 8109.785156 1599793635.1196
MEM 8125.675781 1599793635.2203
MEM 8139.390625 1599793635.3211
MEM 8155.082031 1599793635.4218
MEM 8171.394531 1599793635.5225
MEM 8227.183594 1599793635.6233
MEM 8448.863281 1599793635.7240
MEM 8208.898438 1599793635.8247
MEM 7043.957031 1599793635.9254
MEM 6672.566406 1599793636.0262
MEM 6684.218750 1599793636.1269
MEM 6695.902344 1599793636.2276
MEM 6707.625000 1599793636.3284
MEM 6893.574219 1599793636.4291
MEM 7092.894531 1599793636.5298
MEM 7300.289062 1599793636.6305
MEM 7514.414062 1599793636.7313
MEM 7733.023438 1599793636.8320
MEM 6760.910156 1599793636.9328
MEM 6734.515625 1599793637.0335
MEM 6777.613281 1599793637.1342
MEM 6880.484375 1599793637.2349
MEM 6988.152344 1599793637.3357
MEM 7110.121094 1599793637.4364
MEM 7157.062500 1599793637.5371
MEM 7192.621094 1599793637.6379
MEM 7215.730469 1599793637.7386
MEM 7230.230469 1599793637.8393
MEM 7272.187500 1599793637.9400
MEM 7312.015625 1599793638.0408
MEM 7349.261719 1599793638.1415
MEM 7374.070312 1599793638.2422
MEM 7405.910156 1599793638.3430
MEM 7430.812500 1599793638.4437
MEM 7458.613281 1599793638.5444
MEM 7489.988281 1599793638.6452
MEM 7560.769531 1599793638.7459
MEM 7774.597656 1599793638.8467
MEM 7988.417969 1599793638.9474
MEM 8214.226562 1599793639.0481
MEM 8446.316406 1599793639.1488
MEM 8662.699219 1599793639.2495
MEM 8004.156250 1599793639.3503
MEM 7506.457031 1599793639.4510
MEM 7517.917969 1599793639.5517
MEM 7529.566406 1599793639.6525
MEM 7541.187500 1599793639.7532
MEM 7552.730469 1599793639.8540
MEM 7564.382812 1599793639.9547
MEM 7576.101562 1599793640.0554
MEM 7587.691406 1599793640.1561
MEM 7613.210938 1599793640.2569
MEM 7635.343750 1599793640.3576
MEM 7644.515625 1599793640.4583
MEM 7649.441406 1599793640.5590
MEM 7653.804688 1599793640.6598
MEM 7657.906250 1599793640.7605
MEM 7660.976562 1599793640.8612
MEM 7664.347656 1599793640.9620
MEM 7668.070312 1599793641.0627
MEM 7672.128906 1599793641.1634
MEM 7675.781250 1599793641.2642
MEM 7679.429688 1599793641.3649
MEM 7682.804688 1599793641.4657
MEM 7686.796875 1599793641.5664
MEM 7690.535156 1599793641.6671
MEM 7692.996094 1599793641.7678
MEM 7695.152344 1599793641.8685
MEM 7697.136719 1599793641.9693
MEM 7699.406250 1599793642.0700
MEM 7702.242188 1599793642.1707
MEM 7705.550781 1599793642.2715
MEM 7708.988281 1599793642.3722
MEM 7712.511719 1599793642.4729
MEM 7716.386719 1599793642.5736
MEM 7721.234375 1599793642.6744
MEM 7732.378906 1599793642.7751
MEM 7738.308594 1599793642.8758
MEM 7743.429688 1599793642.9766
MEM 7748.621094 1599793643.0773
MEM 7752.992188 1599793643.1781
MEM 7757.511719 1599793643.2788
MEM 7762.601562 1599793643.3795
MEM 7769.003906 1599793643.4802
MEM 7774.335938 1599793643.5810
MEM 7779.054688 1599793643.6817
MEM 7784.062500 1599793643.7824
MEM 7788.664062 1599793643.8831
MEM 7794.164062 1599793643.9839
MEM 7801.343750 1599793644.0846
MEM 7854.289062 1599793644.1853
MEM 7919.675781 1599793644.2861
MEM 8142.496094 1599793644.3868
MEM 8357.906250 1599793644.4875
MEM 8560.085938 1599793644.5883
MEM 8776.125000 1599793644.6890
MEM 8984.222656 1599793644.7898
MEM 9195.722656 1599793644.8905
MEM 8989.050781 1599793644.9912
MEM 8010.609375 1599793645.0919
MEM 7870.738281 1599793645.1926
MEM 7874.660156 1599793645.2934
MEM 7878.753906 1599793645.3941
MEM 7882.742188 1599793645.4948
MEM 7886.566406 1599793645.5956
MEM 7890.570312 1599793645.6963
MEM 7894.636719 1599793645.7970
MEM 7898.617188 1599793645.8978
MEM 7902.535156 1599793645.9985
MEM 7906.777344 1599793646.0992
MEM 7910.718750 1599793646.1999
MEM 7914.421875 1599793646.3007
MEM 7917.492188 1599793646.4014
MEM 7920.957031 1599793646.5021
MEM 7924.859375 1599793646.6029
MEM 7928.714844 1599793646.7036
MEM 7932.562500 1599793646.8043
MEM 7936.687500 1599793646.9051
MEM 7940.605469 1599793647.0058
MEM 7963.914062 1599793647.1065
MEM 7990.796875 1599793647.2073
MEM 7994.671875 1599793647.3080
MEM 7998.843750 1599793647.4087
MEM 8003.257812 1599793647.5095
MEM 8007.511719 1599793647.6102
MEM 8012.031250 1599793647.7109
MEM 8043.996094 1599793647.8117
MEM 8074.320312 1599793647.9124
MEM 8077.703125 1599793648.0131
MEM 8081.781250 1599793648.1138
MEM 8085.902344 1599793648.2146
MEM 8089.789062 1599793648.3153
MEM 8093.777344 1599793648.4160
MEM 8097.722656 1599793648.5167
MEM 8101.960938 1599793648.6175
MEM 8105.859375 1599793648.7182
MEM 8109.660156 1599793648.8189
MEM 8113.496094 1599793648.9197
MEM 8117.328125 1599793649.0204
MEM 8121.140625 1599793649.1212
MEM 8125.015625 1599793649.2219
MEM 8131.183594 1599793649.3226
MEM 8136.914062 1599793649.4234
MEM 8142.585938 1599793649.5241
MEM 8147.507812 1599793649.6248
MEM 8153.113281 1599793649.7255
MEM 8172.621094 1599793649.8263
MEM 8176.234375 1599793649.9270
MEM 8179.656250 1599793650.0277
MEM 8183.148438 1599793650.1285
MEM 8186.644531 1599793650.2292
MEM 8190.074219 1599793650.3299
MEM 8193.558594 1599793650.4306
MEM 8197.015625 1599793650.5314
MEM 8200.527344 1599793650.6321
MEM 8203.906250 1599793650.7328
MEM 8207.320312 1599793650.8335
MEM 8210.796875 1599793650.9343
MEM 8214.367188 1599793651.0350
MEM 8218.101562 1599793651.1358
MEM 8221.648438 1599793651.2365
MEM 8225.285156 1599793651.3372
MEM 8229.343750 1599793651.4379
MEM 8234.019531 1599793651.5387
MEM 8238.355469 1599793651.6394
MEM 8242.750000 1599793651.7401
MEM 8248.867188 1599793651.8409
MEM 8253.988281 1599793651.9416
MEM 8263.179688 1599793652.0423
MEM 8268.625000 1599793652.1430
MEM 8284.019531 1599793652.2438
MEM 8288.476562 1599793652.3445
MEM 8293.925781 1599793652.4452
MEM 8299.035156 1599793652.5460
MEM 8303.984375 1599793652.6467
MEM 8309.191406 1599793652.7475
MEM 8313.628906 1599793652.8482
MEM 8354.777344 1599793652.9489
MEM 8490.917969 1599793653.0496
MEM 8687.984375 1599793653.1504
MEM 8888.882812 1599793653.2511
MEM 9082.039062 1599793653.3518
MEM 9280.324219 1599793653.4525
MEM 9478.660156 1599793653.5533
MEM 9691.617188 1599793653.6540
MEM 9908.796875 1599793653.7548
MEM 10092.019531 1599793653.8555
MEM 9100.410156 1599793653.9562
MEM 8359.433594 1599793654.0570
MEM 8362.089844 1599793654.1577
MEM 8364.210938 1599793654.2584
MEM 8367.976562 1599793654.3591
MEM 8371.757812 1599793654.4598
MEM 8378.019531 1599793654.5606
MEM 8382.664062 1599793654.6613
MEM 8386.250000 1599793654.7621
MEM 8389.949219 1599793654.8628
MEM 8394.199219 1599793654.9635
MEM 8404.386719 1599793655.0643
MEM 8410.992188 1599793655.1650
MEM 8415.277344 1599793655.2657
MEM 8419.390625 1599793655.3664
MEM 8432.597656 1599793655.4672
MEM 8436.332031 1599793655.5679
MEM 8440.128906 1599793655.6686
MEM 8443.703125 1599793655.7693
MEM 8447.585938 1599793655.8701
MEM 8451.378906 1599793655.9708
MEM 8455.363281 1599793656.0715
MEM 8459.367188 1599793656.1723
MEM 8462.953125 1599793656.2730
MEM 8466.230469 1599793656.3737
MEM 8469.726562 1599793656.4745
MEM 8473.585938 1599793656.5752
MEM 8477.542969 1599793656.6760
MEM 8481.378906 1599793656.7767
MEM 8485.191406 1599793656.8774
MEM 8488.890625 1599793656.9781
MEM 8492.570312 1599793657.0788
MEM 8496.316406 1599793657.1796
MEM 8500.097656 1599793657.2803
MEM 8503.847656 1599793657.3811
MEM 8507.476562 1599793657.4818
MEM 8511.207031 1599793657.5825
MEM 8515.582031 1599793657.6832
MEM 8523.820312 1599793657.7840
MEM 8528.429688 1599793657.8847
MEM 8533.875000 1599793657.9854
MEM 8538.675781 1599793658.0862
MEM 8543.222656 1599793658.1869
MEM 8548.191406 1599793658.2876
MEM 8553.371094 1599793658.3884
MEM 8557.046875 1599793658.4891
MEM 8560.796875 1599793658.5898
MEM 8566.261719 1599793658.6905
MEM 8570.214844 1599793658.7913
MEM 8573.933594 1599793658.8920
MEM 8577.683594 1599793658.9927
MEM 8581.878906 1599793659.0934
MEM 8585.968750 1599793659.1942
MEM 8589.941406 1599793659.2949
MEM 8593.933594 1599793659.3956
MEM 8597.769531 1599793659.4964
MEM 8601.000000 1599793659.5971
MEM 8604.117188 1599793659.6978
MEM 8607.003906 1599793659.7986
MEM 8610.351562 1599793659.8993
MEM 8613.859375 1599793660.0000
MEM 8617.796875 1599793660.1008
MEM 8621.777344 1599793660.2015
MEM 8625.671875 1599793660.3022
MEM 8630.078125 1599793660.4029
MEM 8634.289062 1599793660.5037
MEM 8638.894531 1599793660.6044
MEM 8642.750000 1599793660.7052
MEM 8708.804688 1599793660.8059
MEM 8748.089844 1599793660.9066
MEM 8751.652344 1599793661.0073
MEM 8753.718750 1599793661.1081
MEM 8756.292969 1599793661.2088
MEM 8758.808594 1599793661.3095
MEM 8762.519531 1599793661.4102
MEM 8766.390625 1599793661.5110
MEM 8770.160156 1599793661.6117
MEM 8774.062500 1599793661.7125
MEM 8777.777344 1599793661.8132
MEM 8781.460938 1599793661.9139
MEM 8785.167969 1599793662.0146
MEM 8788.753906 1599793662.1154
MEM 8792.457031 1599793662.2161
MEM 8796.582031 1599793662.3168
MEM 8800.156250 1599793662.4176
MEM 8803.703125 1599793662.5183
MEM 8807.179688 1599793662.6190
MEM 8810.875000 1599793662.7197
MEM 8814.023438 1599793662.8205
MEM 8836.984375 1599793662.9212
MEM 8876.332031 1599793663.0219
MEM 8879.476562 1599793663.1227
MEM 8883.140625 1599793663.2234
MEM 8886.882812 1599793663.3242
MEM 8890.496094 1599793663.4249
MEM 8894.082031 1599793663.5256
MEM 8897.460938 1599793663.6263
MEM 8900.914062 1599793663.7270
MEM 8904.191406 1599793663.8278
MEM 8907.429688 1599793663.9285
MEM 8910.730469 1599793664.0292
MEM 8914.050781 1599793664.1300
MEM 8917.472656 1599793664.2307
MEM 8921.105469 1599793664.3315
MEM 9044.828125 1599793664.4322
MEM 9238.496094 1599793664.5329
MEM 9424.296875 1599793664.6337
MEM 9616.605469 1599793664.7344
MEM 9811.429688 1599793664.8351
MEM 10013.714844 1599793664.9358
MEM 10223.113281 1599793665.0366
MEM 10431.839844 1599793665.1373
MEM 10605.351562 1599793665.2380
MEM 10780.019531 1599793665.3387
MEM 10958.546875 1599793665.4395
MEM 10320.968750 1599793665.5402
MEM 9402.968750 1599793665.6409
MEM 8923.765625 1599793665.7417
MEM 8926.746094 1599793665.8424
MEM 8930.375000 1599793665.9431
MEM 8934.054688 1599793666.0439
MEM 8937.843750 1599793666.1446
MEM 8941.515625 1599793666.2453
MEM 8945.222656 1599793666.3460
MEM 8948.964844 1599793666.4468
MEM 8952.785156 1599793666.5475
MEM 8956.519531 1599793666.6482
MEM 8960.128906 1599793666.7490
MEM 8963.832031 1599793666.8497
MEM 8967.320312 1599793666.9504
MEM 8970.738281 1599793667.0512
MEM 8976.671875 1599793667.1519
MEM 8980.656250 1599793667.2526
MEM 8984.539062 1599793667.3534
MEM 8989.117188 1599793667.4541
MEM 8993.433594 1599793667.5548
MEM 8997.464844 1599793667.6555
MEM 9001.539062 1599793667.7563
MEM 9005.566406 1599793667.8570
MEM 9010.574219 1599793667.9577
MEM 9024.250000 1599793668.0585
MEM 9028.152344 1599793668.1592
MEM 9032.253906 1599793668.2599
MEM 9035.550781 1599793668.3607
MEM 9039.023438 1599793668.4614
MEM 9043.355469 1599793668.5621
MEM 9047.164062 1599793668.6628
MEM 9051.882812 1599793668.7636
MEM 9055.070312 1599793668.8643
MEM 9058.941406 1599793668.9650
MEM 9063.101562 1599793669.0658
MEM 9067.578125 1599793669.1665
MEM 9071.453125 1599793669.2672
MEM 9075.683594 1599793669.3680
MEM 9079.906250 1599793669.4687
MEM 9084.308594 1599793669.5694
MEM 9088.218750 1599793669.6702
MEM 9092.746094 1599793669.7709
MEM 9099.382812 1599793669.8716
MEM 9103.824219 1599793669.9723
MEM 9108.355469 1599793670.0731
MEM 9113.144531 1599793670.1738
MEM 9117.140625 1599793670.2745
MEM 9122.468750 1599793670.3753
MEM 9127.707031 1599793670.4760
MEM 9185.125000 1599793670.5767
MEM 9190.351562 1599793670.6775
MEM 9193.886719 1599793670.7782
MEM 9197.710938 1599793670.8789
MEM 9201.554688 1599793670.9797
MEM 9205.402344 1599793671.0804
MEM 9209.042969 1599793671.1811
MEM 9212.878906 1599793671.2819
MEM 9216.640625 1599793671.3826
MEM 9220.433594 1599793671.4833
MEM 9224.242188 1599793671.5841
MEM 9227.925781 1599793671.6848
MEM 9231.761719 1599793671.7855
MEM 9235.597656 1599793671.8862
MEM 9239.054688 1599793671.9869
MEM 9242.628906 1599793672.0877
MEM 9245.628906 1599793672.1884
MEM 9248.566406 1599793672.2891
MEM 9251.480469 1599793672.3899
MEM 9254.687500 1599793672.4906
MEM 9258.046875 1599793672.5913
MEM 9261.472656 1599793672.6921
MEM 9264.910156 1599793672.7928
MEM 9268.316406 1599793672.8935
MEM 9271.722656 1599793672.9943
MEM 9275.156250 1599793673.0950
MEM 9279.296875 1599793673.1957
MEM 9282.855469 1599793673.2964
MEM 9285.902344 1599793673.3972
MEM 9288.945312 1599793673.4979
MEM 9291.738281 1599793673.5986
MEM 9295.164062 1599793673.6994
MEM 9299.453125 1599793673.8001
MEM 9302.875000 1599793673.9009
MEM 9309.207031 1599793674.0016
MEM 9348.968750 1599793674.1023
MEM 9352.824219 1599793674.2031
MEM 9356.554688 1599793674.3037
MEM 9360.054688 1599793674.4045
MEM 9363.695312 1599793674.5052
MEM 9367.316406 1599793674.6059
MEM 9371.066406 1599793674.7067
MEM 9374.781250 1599793674.8074
MEM 9378.406250 1599793674.9081
MEM 9381.941406 1599793675.0089
MEM 9385.597656 1599793675.1096
MEM 9389.214844 1599793675.2103
MEM 9393.007812 1599793675.3111
MEM 9396.734375 1599793675.4118
MEM 9400.289062 1599793675.5125
MEM 9403.835938 1599793675.6133
MEM 9407.328125 1599793675.7140
MEM 9411.011719 1599793675.8147
MEM 9414.707031 1599793675.9154
MEM 9418.382812 1599793676.0162
MEM 9423.292969 1599793676.1169
MEM 9432.949219 1599793676.2176
MEM 9442.597656 1599793676.3184
MEM 9451.847656 1599793676.4191
MEM 9461.410156 1599793676.5198
MEM 9470.910156 1599793676.6206
MEM 9491.605469 1599793676.7213
MEM 9697.066406 1599793676.8220
MEM 9904.507812 1599793676.9227
MEM 10109.441406 1599793677.0235
MEM 10315.523438 1599793677.1242
MEM 10510.644531 1599793677.2250
MEM 10724.371094 1599793677.3257
MEM 10927.925781 1599793677.4264
MEM 11137.472656 1599793677.5271
MEM 11342.753906 1599793677.6279
MEM 11518.265625 1599793677.7286
MEM 11660.753906 1599793677.8293
MEM 11827.144531 1599793677.9300
MEM 11977.687500 1599793678.0308
MEM 11087.605469 1599793678.1315
MEM 10053.605469 1599793678.2322
MEM 9483.609375 1599793678.3330
MEM 9493.023438 1599793678.4337
MEM 9502.652344 1599793678.5344
MEM 9512.113281 1599793678.6352
MEM 9520.500000 1599793678.7359
MEM 9529.906250 1599793678.8366
MEM 9538.902344 1599793678.9374
MEM 9547.917969 1599793679.0381
MEM 9557.679688 1599793679.1388
MEM 9568.203125 1599793679.2396
MEM 9578.906250 1599793679.3403
MEM 9588.464844 1599793679.4410
MEM 9598.320312 1599793679.5417
MEM 9643.734375 1599793679.6425
MEM 9653.351562 1599793679.7432
MEM 9663.136719 1599793679.8439
MEM 9672.871094 1599793679.9447
MEM 9683.750000 1599793680.0454
MEM 9864.281250 1599793680.1461
MEM 9908.117188 1599793680.2469
MEM 9924.582031 1599793680.3476
MEM 9941.503906 1599793680.4483
MEM 9962.593750 1599793680.5491
MEM 10147.390625 1599793680.6498
MEM 10362.816406 1599793680.7505
MEM 10579.792969 1599793680.8513
MEM 10800.441406 1599793680.9520
MEM 11025.488281 1599793681.0527
MEM 11260.460938 1599793681.1534
MEM 11502.234375 1599793681.2542
MEM 11730.800781 1599793681.3549
MEM 11956.074219 1599793681.4556
MEM 12142.917969 1599793681.5563
MEM 12328.062500 1599793681.6571
MEM 12514.472656 1599793681.7578
MEM 12698.542969 1599793681.8585
MEM 12741.355469 1599793681.9593
MEM 12741.355469 1599793682.0600
MEM 12741.355469 1599793682.1608
MEM 12741.355469 1599793682.2615
MEM 12741.355469 1599793682.3622
MEM 12741.355469 1599793682.4630
MEM 12741.367188 1599793682.5637
MEM 12743.304688 1599793682.6644
MEM 12743.582031 1599793682.7651
MEM 12744.578125 1599793682.8658
MEM 12745.277344 1599793682.9666
MEM 12745.277344 1599793683.0673
MEM 12745.277344 1599793683.1680
MEM 12745.277344 1599793683.2688
MEM 12745.777344 1599793683.3695
MEM 12746.097656 1599793683.4702
MEM 12746.320312 1599793683.5710
MEM 12746.742188 1599793683.6717
MEM 12364.050781 1599793683.7724
MEM 11254.156250 1599793683.8731
MEM 10182.515625 1599793683.9739
MEM 10055.703125 1599793684.0746
MEM 10177.664062 1599793684.1753
MEM 10235.230469 1599793684.2761
MEM 10304.003906 1599793684.3768
MEM 10415.035156 1599793684.4775
MEM 10482.128906 1599793684.5783
MEM 10486.292969 1599793684.6790
MEM 10376.265625 1599793684.7797
MEM 10511.863281 1599793684.8804
MEM 10516.148438 1599793684.9812
MEM 10500.839844 1599793685.0819
MEM 10392.968750 1599793685.1826
MEM 10446.031250 1599793685.2834
MEM 10479.324219 1599793685.3841
MEM 10499.847656 1599793685.4848
MEM 10402.574219 1599793685.5856
MEM 10441.265625 1599793685.6863
MEM 10463.214844 1599793685.7870
MEM 10500.855469 1599793685.8878
MEM 10502.878906 1599793685.9885
MEM 10505.800781 1599793686.0892
MEM 10665.937500 1599793686.1899
MEM 10669.425781 1599793686.2907
MEM 10686.812500 1599793686.3914
MEM 10682.128906 1599793686.4921
MEM 10663.484375 1599793686.5929
MEM 10664.101562 1599793686.6936
MEM 10664.632812 1599793686.7943
MEM 10665.753906 1599793686.8951
MEM 10667.460938 1599793686.9958
MEM 10668.101562 1599793687.0965
MEM 10668.937500 1599793687.1973
MEM 10669.601562 1599793687.2980
MEM 10670.648438 1599793687.3987
MEM 10671.218750 1599793687.4994
MEM 10671.261719 1599793687.6002
MEM 10671.437500 1599793687.7009
MEM 10671.363281 1599793687.8016
MEM 10671.472656 1599793687.9024
MEM 10671.621094 1599793688.0031
MEM 10745.964844 1599793688.1038
MEM 10884.613281 1599793688.2046
MEM 11203.656250 1599793688.3053
MEM 11425.253906 1599793688.4060
MEM 11167.781250 1599793688.5067
MEM 11481.433594 1599793688.6075
MEM 11811.835938 1599793688.7082
MEM 12173.921875 1599793688.8089
MEM 12546.824219 1599793688.9097
MEM 12847.339844 1599793689.0104
MEM 13101.402344 1599793689.1112
MEM 13368.574219 1599793689.2119
MEM 13625.718750 1599793689.3126
MEM 13890.421875 1599793689.4133
MEM 14179.320312 1599793689.5141
MEM 14429.507812 1599793689.6148
MEM 14686.820312 1599793689.7155
MEM 14896.828125 1599793689.8162
MEM 15155.289062 1599793689.9170
MEM 15442.238281 1599793690.0177
MEM 15596.695312 1599793690.1184
MEM 15596.695312 1599793690.2192
MEM 15596.695312 1599793690.3199
MEM 15596.695312 1599793690.4206
MEM 15596.695312 1599793690.5214
MEM 15596.695312 1599793690.6221
MEM 15596.695312 1599793690.7228
MEM 15596.695312 1599793690.8235
MEM 15596.695312 1599793690.9243
MEM 15596.695312 1599793691.0250
MEM 15598.355469 1599793691.1257
MEM 15600.410156 1599793691.2265
MEM 15600.906250 1599793691.3272
MEM 15602.351562 1599793691.4279
MEM 15604.062500 1599793691.5287
