EngSize,Age,Gender,Marital,exp,Owner,vAge,Garage,AntiTFD,import,Loss,
1.2,35,男,已婚,8,私人,10,有,无防盗装置,国产,1,4530.1
1.8,41,男,已婚,8,公司,9,无,无防盗装置,国产,0,0
1.8,41,男,已婚,8,私人,9,有,有防盗装置,国产,0,0
1.8,41,男,已婚,8,公司,9,有,无防盗装置,国产,0,0
1.8,39,男,已婚,8,私人,9,有,有防盗装置,国产,0,0
2,38,男,已婚,8,公司,9,有,无防盗装置,进口,0,0
1.8,33,男,已婚,8,私人,9,有,无防盗装置,国产,0,0
1.8,33,男,已婚,8,私人,9,有,有防盗装置,国产,1,3817.6
1.8,32,男,已婚,8,政府,9,无,无防盗装置,国产,0,0
1.8,31,男,已婚,8,私人,9,有,无防盗装置,国产,0,0
2,31,男,已婚,8,公司,9,有,无防盗装置,进口,0,0
3,27,男,已婚,8,公司,9,有,无防盗装置,进口,0,0
1.8,60,男,已婚,8,政府,8,有,无防盗装置,国产,0,0
1.6,50,男,已婚,8,私人,8,无,无防盗装置,国产,1,500
1.5,41,男,已婚,8,私人,8,有,无防盗装置,进口,1,3762.4
1.8,38,男,已婚,8,公司,8,有,有防盗装置,国产,0,0
1.6,37,男,已婚,8,私人,8,有,无防盗装置,国产,1,370.9
1.8,37,男,已婚,8,政府,8,有,无防盗装置,国产,0,0
1.6,35,男,已婚,8,私人,8,有,无防盗装置,国产,0,0
1.8,34,男,已婚,8,私人,8,有,无防盗装置,国产,0,0
1.8,32,男,已婚,8,私人,8,有,无防盗装置,国产,0,0
1,46,男,已婚,8,公司,7,有,无防盗装置,国产,0,0
1.6,44,男,已婚,8,私人,7,有,有防盗装置,国产,0,0
1,43,女,已婚,8,私人,7,有,无防盗装置,国产,0,0
2,43,男,已婚,8,公司,7,有,无防盗装置,进口,0,0
1.8,41,男,已婚,8,公司,7,有,无防盗装置,国产,0,0
1.8,41,男,已婚,8,私人,7,无,无防盗装置,国产,0,0
2,41,男,已婚,8,公司,7,有,无防盗装置,国产,0,0
1.6,40,男,已婚,8,私人,7,有,无防盗装置,国产,0,0
1.6,40,男,已婚,8,私人,7,有,无防盗装置,进口,0,0
1.8,40,男,已婚,8,公司,7,有,无防盗装置,国产,0,0
1.8,38,男,未婚,8,私人,7,有,无防盗装置,国产,0,0
3,36,男,已婚,8,公司,7,有,无防盗装置,进口,0,0
1.8,35,男,已婚,8,公司,7,无,无防盗装置,国产,1,572.2
2,35,男,已婚,8,公司,7,无,无防盗装置,国产,1,1337.7
1.8,32,男,已婚,8,公司,7,无,无防盗装置,进口,0,0
1.8,31,男,已婚,8,政府,7,无,无防盗装置,国产,0,0
2.5,31,男,已婚,8,政府,7,有,无防盗装置,国产,0,0
1,51,男,已婚,8,私人,6,有,无防盗装置,国产,0,0
1.6,46,男,已婚,8,私人,6,有,无防盗装置,国产,0,0
2,44,男,已婚,8,私人,6,有,无防盗装置,进口,0,0
1.8,42,男,已婚,8,公司,6,有,无防盗装置,国产,0,0
1.6,41,男,已婚,8,公司,6,有,无防盗装置,国产,0,0
1.8,39,男,未婚,8,政府,6,有,无防盗装置,国产,0,0
1.8,38,男,已婚,8,私人,6,有,无防盗装置,国产,0,0
1.6,35,男,已婚,8,私人,6,无,无防盗装置,国产,1,1708
2,35,男,已婚,8,私人,6,无,无防盗装置,进口,0,0
1.6,34,男,已婚,8,私人,6,有,有防盗装置,国产,0,0
1.8,34,男,已婚,8,政府,6,有,无防盗装置,国产,0,0
1,33,男,已婚,8,公司,6,有,无防盗装置,国产,0,0
1.8,31,男,未婚,8,公司,6,有,无防盗装置,进口,1,363.4
1.6,29,男,已婚,8,私人,6,有,无防盗装置,国产,0,0
1.8,41,男,已婚,8,公司,5,无,无防盗装置,国产,0,0
1.8,41,男,已婚,8,公司,5,有,无防盗装置,进口,0,0
1.8,40,男,已婚,8,政府,5,有,无防盗装置,国产,0,0
1.3,37,男,已婚,8,私人,5,有,无防盗装置,国产,0,0
1.6,35,女,已婚,8,私人,5,无,无防盗装置,国产,1,10032
2,35,男,已婚,8,私人,5,有,无防盗装置,进口,0,0
1.8,34,男,已婚,8,私人,5,有,无防盗装置,国产,0,0
1.8,34,男,已婚,8,政府,5,无,无防盗装置,进口,0,0
1.8,32,男,已婚,8,私人,5,有,无防盗装置,国产,0,0
1.8,31,男,已婚,8,公司,5,无,有防盗装置,国产,0,0
1.8,42,男,已婚,8,公司,4,无,无防盗装置,国产,0,0
1.8,41,男,已婚,8,公司,4,无,无防盗装置,国产,0,0
2,40,男,已婚,8,公司,4,无,无防盗装置,进口,0,0
2.4,38,男,已婚,8,私人,4,有,无防盗装置,进口,0,0
1,35,男,已婚,8,公司,4,有,无防盗装置,国产,0,0
1.8,34,男,已婚,8,政府,4,无,无防盗装置,国产,0,0
2.4,31,男,已婚,8,公司,4,有,无防盗装置,进口,0,0
2,26,男,已婚,8,政府,4,有,无防盗装置,国产,0,0
1.8,54,男,已婚,8,私人,3,有,有防盗装置,国产,0,0
1.8,54,男,已婚,8,私人,3,有,有防盗装置,进口,0,0
2,50,男,已婚,8,公司,3,有,有防盗装置,进口,0,0
2,47,男,已婚,8,公司,3,无,无防盗装置,进口,0,0
1.6,46,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
2.3,46,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,45,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,42,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,42,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,41,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,41,男,已婚,8,私人,3,有,无防盗装置,进口,1,1260
2.4,40,男,已婚,8,私人,3,有,无防盗装置,进口,0,0
1.2,36,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,36,男,已婚,8,私人,3,有,有防盗装置,国产,1,1360
1.8,35,男,已婚,8,政府,3,无,无防盗装置,国产,0,0
2.3,35,男,已婚,8,私人,3,有,有防盗装置,进口,0,0
1.8,34,男,已婚,8,公司,3,无,无防盗装置,国产,0,0
1.8,34,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,33,男,已婚,8,政府,3,无,无防盗装置,国产,0,0
1.8,33,男,已婚,8,私人,3,有,无防盗装置,国产,1,1488.8
1.8,32,女,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,31,男,已婚,8,公司,3,有,无防盗装置,国产,0,0
1.8,31,男,已婚,8,公司,3,有,无防盗装置,进口,0,0
1.8,30,男,已婚,8,私人,3,有,无防盗装置,国产,1,254
1.6,28,男,已婚,8,私人,3,有,无防盗装置,国产,0,0
1.8,27,男,已婚,8,政府,3,无,无防盗装置,国产,0,0
1.8,56,女,已婚,8,私人,2,有,有防盗装置,国产,0,0
1.4,50,男,已婚,8,私人,2,无,无防盗装置,国产,1,732
2,50,男,已婚,8,私人,2,有,有防盗装置,国产,0,0
1.6,48,男,已婚,8,私人,2,有,有防盗装置,国产,0,0
1.8,45,男,已婚,8,私人,2,有,无防盗装置,国产,0,0
1.8,44,男,已婚,8,公司,2,有,无防盗装置,国产,0,0
2.3,43,男,已婚,8,公司,2,有,无防盗装置,进口,1,5144
1.8,42,男,已婚,8,公司,2,无,无防盗装置,国产,0,0
1.8,42,男,已婚,8,公司,2,无,有防盗装置,进口,0,0
1.8,40,男,已婚,8,公司,2,无,无防盗装置,国产,0,0
1.8,39,男,已婚,8,政府,2,有,无防盗装置,进口,1,396
2.3,39,男,已婚,8,私人,2,有,无防盗装置,进口,0,0
3,39,男,已婚,8,私人,2,有,无防盗装置,进口,0,0
1.6,38,男,已婚,8,政府,2,有,无防盗装置,进口,0,0
1.8,37,男,已婚,8,私人,2,有,无防盗装置,国产,0,0
1.4,36,男,已婚,8,私人,2,有,无防盗装置,国产,0,0
1.8,36,男,已婚,8,公司,2,无,无防盗装置,国产,0,0
2.5,36,男,已婚,8,私人,2,有,有防盗装置,进口,0,0
1.6,34,男,已婚,8,政府,2,有,无防盗装置,国产,0,0
2,34,男,已婚,8,政府,2,有,无防盗装置,进口,0,0
2.5,34,男,已婚,8,公司,2,有,无防盗装置,国产,0,0
1,33,男,已婚,8,政府,2,有,无防盗装置,国产,0,0
1.6,33,男,未婚,8,私人,2,无,有防盗装置,国产,0,0
2,33,男,已婚,8,公司,2,有,无防盗装置,进口,0,0
1.8,32,男,已婚,8,私人,2,有,无防盗装置,国产,0,0
1.8,32,男,未婚,8,公司,2,有,有防盗装置,国产,0,0
1.8,31,男,已婚,8,私人,2,有,无防盗装置,国产,1,694.4
1.8,29,男,已婚,8,私人,2,有,无防盗装置,国产,0,0
1.8,28,男,已婚,8,私人,2,有,无防盗装置,国产,1,1424
2,55,男,已婚,8,私人,1,有,有防盗装置,进口,0,0
2.5,54,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
2.5,52,男,已婚,8,私人,1,有,无防盗装置,进口,1,3163.9
1.8,51,男,已婚,8,公司,1,有,无防盗装置,国产,0,0
2.4,51,男,已婚,8,私人,1,有,无防盗装置,进口,1,561.2
1.8,50,男,已婚,8,私人,1,有,无防盗装置,国产,1,423.2
1.8,50,男,已婚,8,私人,1,有,有防盗装置,国产,1,12660
2.3,50,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
3,50,男,已婚,8,私人,1,有,无防盗装置,进口,1,1067
1.8,49,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,49,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,47,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.4,46,男,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.6,46,男,已婚,8,私人,1,无,无防盗装置,国产,0,0
1.8,46,男,已婚,8,公司,1,有,有防盗装置,国产,0,0
1.8,45,男,已婚,8,公司,1,有,有防盗装置,国产,0,0
1.8,45,男,已婚,8,私人,1,无,无防盗装置,进口,0,0
1.6,43,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
2,43,男,已婚,8,政府,1,有,有防盗装置,进口,0,0
1.6,42,女,已婚,8,私人,1,有,有防盗装置,国产,0,0
2,42,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
2.3,42,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
1.2,41,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.6,41,男,已婚,8,私人,1,有,有防盗装置,国产,1,300
1.8,41,男,已婚,8,公司,1,有,有防盗装置,国产,0,0
1,40,男,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.6,40,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,40,男,已婚,8,公司,1,有,无防盗装置,国产,0,0
2,40,男,已婚,8,政府,1,有,有防盗装置,进口,0,0
2,40,男,已婚,8,私人,1,有,无防盗装置,进口,1,3524
1.8,39,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,39,男,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.8,39,男,已婚,8,公司,1,有,有防盗装置,国产,1,480
2,39,男,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.4,38,男,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.8,38,女,已婚,8,公司,1,有,有防盗装置,国产,0,0
1.8,38,男,已婚,8,私人,1,有,有防盗装置,国产,1,882.6
2.5,38,男,已婚,8,私人,1,有,有防盗装置,进口,0,0
3,38,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
1.2,37,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,37,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
1.8,37,男,已婚,8,私人,1,有,无防盗装置,进口,1,2816
1.6,36,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.6,36,男,已婚,8,私人,1,有,无防盗装置,国产,1,1392
1.8,36,男,已婚,8,公司,1,有,无防盗装置,国产,0,0
2.3,36,女,已婚,8,私人,1,有,无防盗装置,进口,0,0
1,35,男,已婚,8,私人,1,有,无防盗装置,进口,0,0
1.4,35,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.6,35,男,已婚,8,公司,1,有,有防盗装置,国产,0,0
1.8,35,女,已婚,8,私人,1,无,无防盗装置,进口,0,0
1.8,34,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,34,男,已婚,8,私人,1,有,无防盗装置,国产,1,560
2.2,34,男,已婚,8,私人,1,无,无防盗装置,进口,0,0
1.6,33,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,33,男,已婚,8,政府,1,有,无防盗装置,国产,0,0
1.8,33,男,已婚,8,私人,1,有,无防盗装置,国产,1,162
1.8,32,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
2,32,男,已婚,8,政府,1,有,无防盗装置,国产,0,0
2.3,32,男,已婚,8,公司,1,有,无防盗装置,进口,0,0
1.8,31,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,31,男,已婚,8,公司,1,有,无防盗装置,进口,0,0
1.6,30,男,已婚,8,私人,1,有,无防盗装置,国产,1,21400
1.8,30,男,未婚,8,公司,1,有,无防盗装置,国产,0,0
1.8,29,男,已婚,8,公司,1,有,有防盗装置,国产,0,0
1.8,29,男,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.8,29,男,已婚,8,私人,1,有,无防盗装置,国产,0,0
1.8,29,男,已婚,8,私人,1,有,无防盗装置,国产,1,636
2,29,男,已婚,8,私人,1,有,有防盗装置,进口,0,0
3,29,男,未婚,8,政府,1,有,无防盗装置,进口,0,0
1.8,28,女,已婚,8,私人,1,有,有防盗装置,国产,0,0
1.8,45,男,已婚,7,公司,10,有,无防盗装置,国产,1,1333.6
1.8,44,男,已婚,7,政府,10,有,无防盗装置,国产,0,0
1.6,41,男,已婚,7,公司,10,有,无防盗装置,国产,0,0
1.6,39,男,已婚,7,公司,10,有,无防盗装置,国产,0,0
2.4,35,男,已婚,7,私人,10,有,无防盗装置,进口,0,0
1.8,34,男,已婚,7,私人,10,有,无防盗装置,国产,0,0
1.8,29,男,已婚,7,私人,10,有,有防盗装置,国产,0,0
1.8,28,男,已婚,7,私人,10,有,无防盗装置,国产,0,0
1.8,27,男,已婚,7,私人,10,有,无防盗装置,国产,0,0
2,36,男,已婚,7,公司,9,有,无防盗装置,进口,0,0
1.8,34,男,已婚,7,公司,9,无,无防盗装置,国产,0,0
2,34,女,已婚,7,私人,9,有,无防盗装置,进口,0,0
1.6,29,男,已婚,7,私人,9,有,无防盗装置,国产,0,0
1.6,59,男,已婚,7,私人,8,有,无防盗装置,国产,0,0
1.8,48,男,已婚,7,私人,8,有,无防盗装置,进口,0,0
1.5,47,男,已婚,7,公司,8,有,无防盗装置,进口,0,0
1.2,46,男,已婚,7,私人,8,有,无防盗装置,国产,0,0
1.6,45,女,已婚,7,私人,8,无,有防盗装置,国产,0,0
2,39,男,已婚,7,私人,8,有,无防盗装置,进口,0,0
2,35,男,已婚,7,政府,8,无,无防盗装置,进口,0,0
1.6,34,男,已婚,7,私人,8,有,无防盗装置,国产,1,21519
2.3,34,男,已婚,7,公司,8,有,无防盗装置,进口,0,0
1.8,33,男,已婚,7,私人,8,有,无防盗装置,国产,1,630.6
1.6,30,男,已婚,7,私人,8,有,有防盗装置,国产,0,0
1.8,59,男,已婚,7,公司,7,有,无防盗装置,国产,1,11600
3,45,男,已婚,7,私人,7,有,无防盗装置,进口,1,1092.6
1.6,44,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
1.8,44,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
1.8,43,男,已婚,7,公司,7,有,无防盗装置,国产,0,0
1.8,43,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
1.6,42,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
1.8,42,女,已婚,7,私人,7,有,无防盗装置,国产,1,708.4
1.6,41,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
1.6,41,男,已婚,7,私人,7,无,有防盗装置,国产,0,0
1.8,41,男,已婚,7,公司,7,无,无防盗装置,国产,0,0
1.6,40,男,已婚,7,私人,7,有,有防盗装置,国产,1,515.2
1.8,40,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
1.2,39,男,已婚,7,公司,7,有,有防盗装置,国产,0,0
1.8,39,男,已婚,7,政府,7,有,无防盗装置,国产,0,0
2.8,38,男,已婚,7,政府,7,有,有防盗装置,国产,0,0
1.6,35,男,已婚,7,私人,7,有,无防盗装置,国产,1,899.2
1.8,35,男,已婚,7,私人,7,有,无防盗装置,国产,0,0
2.2,35,男,已婚,7,私人,7,有,有防盗装置,进口,0,0
1.4,33,男,已婚,7,政府,7,有,无防盗装置,国产,0,0
1.8,33,男,已婚,7,私人,7,无,无防盗装置,国产,0,0
2,33,男,已婚,7,私人,7,无,无防盗装置,进口,1,201.3
1.8,32,男,已婚,7,政府,7,有,无防盗装置,国产,0,0
1.8,32,男,已婚,7,公司,7,有,无防盗装置,国产,0,0
1.8,31,男,已婚,7,私人,7,无,无防盗装置,国产,0,0
1.6,30,男,已婚,7,政府,7,无,无防盗装置,国产,0,0
1.6,30,男,已婚,7,私人,7,有,有防盗装置,国产,0,0
2,30,男,已婚,7,私人,7,有,有防盗装置,进口,0,0
1.8,29,男,未婚,7,私人,7,无,有防盗装置,国产,0,0
1.6,28,男,已婚,7,私人,7,有,有防盗装置,国产,1,1486.6
1.6,28,男,已婚,7,私人,7,无,有防盗装置,国产,1,2622.7
1.8,28,男,已婚,7,政府,7,有,有防盗装置,国产,0,0
1.8,28,男,已婚,7,政府,7,有,无防盗装置,国产,0,0
1,26,男,已婚,7,私人,7,有,无防盗装置,国产,1,13568
2,53,男,已婚,7,私人,6,有,无防盗装置,国产,0,0
1.8,46,男,已婚,7,公司,6,有,无防盗装置,国产,1,1269.6
1.8,44,女,已婚,7,私人,6,无,无防盗装置,国产,1,952.9
2,43,女,已婚,7,私人,6,有,无防盗装置,国产,0,0
1.8,42,男,已婚,7,私人,6,有,无防盗装置,国产,0,0
3,42,男,已婚,7,私人,6,有,有防盗装置,进口,0,0
1.8,41,男,已婚,7,私人,6,有,无防盗装置,国产,1,794.7
1.8,40,男,已婚,7,公司,6,有,无防盗装置,进口,1,1240
2,40,男,已婚,7,公司,6,无,无防盗装置,国产,0,0
2,40,男,已婚,7,政府,6,无,无防盗装置,国产,0,0
1.8,37,男,已婚,7,私人,6,有,无防盗装置,国产,1,2016
1,36,男,已婚,7,私人,6,有,无防盗装置,国产,1,272
2,36,男,已婚,7,私人,6,有,有防盗装置,进口,1,13800
1.8,33,女,已婚,7,政府,6,无,无防盗装置,国产,0,0
1.3,32,男,已婚,7,私人,6,有,无防盗装置,国产,1,182.4
1.8,32,男,已婚,7,公司,6,无,有防盗装置,国产,0,0
1,30,男,已婚,7,公司,6,无,无防盗装置,国产,0,0
1.6,30,男,已婚,7,公司,6,有,有防盗装置,国产,0,0
1.6,30,男,已婚,7,私人,6,有,有防盗装置,国产,0,0
1.8,30,男,已婚,7,私人,6,有,无防盗装置,国产,0,0
1.8,30,男,已婚,7,公司,6,无,无防盗装置,国产,0,0
1.6,28,男,已婚,7,私人,6,有,无防盗装置,国产,0,0
1.8,28,男,已婚,7,公司,6,无,无防盗装置,国产,0,0
1.8,27,男,未婚,7,私人,6,有,无防盗装置,国产,1,548.6
1.8,50,男,已婚,7,公司,5,有,无防盗装置,国产,0,0
2,48,男,已婚,7,公司,5,无,无防盗装置,国产,0,0
1.8,45,男,已婚,7,政府,5,有,无防盗装置,国产,1,480
1.8,44,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.3,43,男,已婚,7,私人,5,有,无防盗装置,进口,1,6120
1.8,43,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.6,42,男,已婚,7,私人,5,无,无防盗装置,国产,0,0
1.8,42,男,已婚,7,公司,5,有,无防盗装置,国产,0,0
2,42,男,已婚,7,公司,5,无,有防盗装置,进口,0,0
1.6,41,男,已婚,7,公司,5,无,无防盗装置,国产,0,0
1,39,男,已婚,7,公司,5,无,无防盗装置,国产,1,2419.6
1,38,男,已婚,7,私人,5,有,无防盗装置,国产,1,736
1.8,38,男,已婚,7,私人,5,无,有防盗装置,国产,0,0
2,37,男,已婚,7,公司,5,有,无防盗装置,进口,0,0
1.8,35,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.8,35,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
2,35,男,已婚,7,公司,5,无,无防盗装置,国产,1,768.2
1.8,34,男,已婚,7,公司,5,有,无防盗装置,国产,1,188
1.8,33,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.2,32,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.6,32,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.8,32,男,已婚,7,公司,5,无,无防盗装置,国产,0,0
1.8,32,男,已婚,7,公司,5,无,无防盗装置,国产,1,2351.2
2,31,男,已婚,7,私人,5,无,无防盗装置,进口,0,0
1.8,30,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.8,27,男,已婚,7,公司,5,无,无防盗装置,国产,0,0
2,27,男,已婚,7,私人,5,有,无防盗装置,进口,0,0
1.8,26,男,未婚,7,政府,5,有,无防盗装置,国产,0,0
1.8,26,男,已婚,7,政府,5,有,无防盗装置,国产,0,0
1.8,25,男,已婚,7,私人,5,有,无防盗装置,国产,0,0
1.8,50,男,已婚,7,政府,4,无,无防盗装置,国产,1,331.2
1.8,47,男,已婚,7,私人,4,有,无防盗装置,国产,0,0
1.6,43,男,已婚,7,公司,4,有,无防盗装置,国产,0,0
1.8,43,男,已婚,7,政府,4,无,无防盗装置,国产,0,0
1.8,40,男,已婚,7,公司,4,有,无防盗装置,国产,1,368
1.8,40,女,已婚,7,私人,4,有,无防盗装置,国产,1,1261.3
2.2,40,男,已婚,7,私人,4,有,无防盗装置,进口,0,0
1.6,38,男,已婚,7,政府,4,无,无防盗装置,国产,0,0
2,38,男,已婚,7,政府,4,有,无防盗装置,国产,0,0
1.8,37,男,已婚,7,公司,4,无,无防盗装置,国产,0,0
1.8,36,男,已婚,7,公司,4,有,无防盗装置,国产,0,0
1.8,36,男,已婚,7,私人,4,有,无防盗装置,国产,0,0
1.8,36,男,已婚,7,公司,4,无,无防盗装置,国产,1,980
1.6,35,男,已婚,7,私人,4,无,无防盗装置,国产,1,203.9
1.6,31,男,已婚,7,私人,4,有,有防盗装置,国产,0,0
1.8,31,男,已婚,7,政府,4,无,无防盗装置,进口,0,0
1.8,27,男,已婚,7,私人,4,无,无防盗装置,国产,0,0
1.6,60,男,已婚,7,私人,3,有,无防盗装置,国产,0,0
1.8,56,男,已婚,7,私人,3,有,无防盗装置,国产,0,0
1.8,54,男,已婚,7,私人,3,有,有防盗装置,国产,0,0
1.5,49,男,已婚,7,公司,3,有,无防盗装置,进口,1,12601
1,47,男,已婚,7,私人,3,无,无防盗装置,国产,1,629.6
1.8,47,男,已婚,7,私人,3,有,有防盗装置,国产,0,0
1.8,42,男,已婚,7,私人,3,无,有防盗装置,国产,0,0
1.8,41,男,已婚,7,私人,3,有,无防盗装置,国产,0,0
1.8,41,女,已婚,7,私人,3,有,无防盗装置,国产,0,0
1.8,40,男,已婚,7,私人,3,有,有防盗装置,国产,0,0
2.3,39,男,已婚,7,私人,3,有,无防盗装置,进口,0,0
1.8,38,男,已婚,7,公司,3,有,有防盗装置,国产,1,1020
1.8,38,男,已婚,7,公司,3,有,无防盗装置,国产,1,1095.2
2,38,男,已婚,7,私人,3,无,有防盗装置,进口,0,0
1.8,37,男,已婚,7,私人,3,有,有防盗装置,国产,0,0
1.8,37,男,已婚,7,公司,3,有,无防盗装置,国产,1,208
2.3,37,男,已婚,7,私人,3,有,无防盗装置,进口,0,0
1.8,36,男,已婚,7,私人,3,有,无防盗装置,国产,1,717.6
2.4,36,男,已婚,7,公司,3,有,无防盗装置,进口,1,1235.5
1.6,35,男,已婚,7,私人,3,有,无防盗装置,国产,0,0
1.8,35,男,已婚,7,公司,3,无,无防盗装置,国产,0,0
2,35,男,已婚,7,私人,3,无,无防盗装置,国产,0,0
3,35,男,已婚,7,私人,3,无,有防盗装置,进口,1,60099
1.8,34,男,未婚,7,公司,3,有,无防盗装置,国产,1,1150
3,34,男,已婚,7,私人,3,有,有防盗装置,进口,0,0
1.6,33,女,已婚,7,私人,3,有,无防盗装置,国产,1,500
1.8,33,男,已婚,7,公司,3,无,无防盗装置,国产,0,0
1.8,32,男,已婚,7,私人,3,有,无防盗装置,国产,1,4027.3
2.2,32,男,已婚,7,政府,3,有,无防盗装置,进口,1,592
1.6,31,男,已婚,7,公司,3,有,无防盗装置,国产,0,0
1.8,31,男,已婚,7,政府,3,有,无防盗装置,国产,0,0
1.8,31,男,已婚,7,政府,3,有,无防盗装置,国产,0,0
1.8,30,男,已婚,7,私人,3,有,有防盗装置,国产,0,0
1.8,30,男,已婚,7,政府,3,有,无防盗装置,国产,0,0
1.8,30,男,已婚,7,公司,3,有,有防盗装置,国产,0,0
1.8,29,男,已婚,7,公司,3,有,无防盗装置,国产,0,0
1.8,58,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.6,57,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.8,57,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.6,55,男,已婚,7,私人,2,有,有防盗装置,国产,1,1081
1.6,49,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.8,48,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.6,47,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
2.2,46,男,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.8,44,女,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.4,42,男,已婚,7,私人,2,无,无防盗装置,国产,1,2231
1.8,42,男,已婚,7,私人,2,有,有防盗装置,进口,0,0
1.8,42,男,已婚,7,私人,2,有,无防盗装置,国产,1,2450.5
2.8,42,男,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.6,41,男,已婚,7,私人,2,有,无防盗装置,国产,1,5944
2,41,男,已婚,7,政府,2,无,无防盗装置,进口,0,0
2,41,女,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.4,40,男,已婚,7,私人,2,无,无防盗装置,国产,0,0
1.6,40,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
2.3,40,男,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.6,39,女,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.6,39,男,已婚,7,私人,2,有,有防盗装置,国产,1,1249.4
1.8,39,男,已婚,7,私人,2,有,有防盗装置,国产,0,0
2,39,男,已婚,7,私人,2,无,有防盗装置,进口,1,1528
1.8,38,女,已婚,7,私人,2,有,有防盗装置,国产,0,0
1,37,男,已婚,7,公司,2,有,无防盗装置,国产,0,0
1.8,36,男,已婚,7,公司,2,有,有防盗装置,进口,0,0
2.3,36,男,已婚,7,私人,2,有,有防盗装置,进口,1,4244.7
1.8,35,男,已婚,7,公司,2,有,无防盗装置,国产,0,0
2.5,35,女,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.2,33,男,已婚,7,政府,2,有,有防盗装置,国产,0,0
1.8,33,男,已婚,7,私人,2,有,有防盗装置,国产,0,0
2.8,33,男,已婚,7,公司,2,有,有防盗装置,进口,0,0
1.6,30,男,已婚,7,私人,2,有,有防盗装置,国产,0,0
1.6,30,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.8,30,男,已婚,7,私人,2,有,无防盗装置,进口,0,0
1.8,30,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.8,29,男,已婚,7,私人,2,有,无防盗装置,国产,0,0
1.6,63,男,已婚,7,私人,1,有,有防盗装置,进口,1,892.4
1.6,60,男,已婚,7,私人,1,有,无防盗装置,国产,0,0
